Episode,TotalReward,SquaresRevealed,Epsilon,WinRatio
109,3.0,95,0.9674000000000036,0.06422018348623854
110,-0.9894736842105263,1,0.9672000000000036,0.06363636363636363
111,-0.11578947368421044,84,0.9668000000000037,0.06306306306306306
112,-0.021052631578947323,93,0.9664000000000037,0.0625
113,-0.05263157894736836,90,0.9659000000000038,0.061946902654867256
114,-0.05263157894736836,90,0.9655000000000038,0.06140350877192982
115,-0.12631578947368416,83,0.9653000000000038,0.06086956521739131
116,-0.042105263157894646,91,0.9649000000000039,0.0603448275862069
117,-0.010526315789473717,94,0.9647000000000039,0.05982905982905983
118,-0.021052631578947323,93,0.9645000000000039,0.059322033898305086
119,-0.13684210526315788,82,0.9642000000000039,0.058823529411764705
120,-0.010526315789473606,94,0.963900000000004,0.058333333333333334
121,-0.1473684210526316,81,0.963700000000004,0.05785123966942149
122,-0.05263157894736836,90,0.963300000000004,0.05737704918032787
123,-0.03157894736842104,92,0.9629000000000041,0.056910569105691054
124,-0.010526315789473606,94,0.9626000000000041,0.056451612903225805
125,-0.021052631578947323,93,0.9624000000000041,0.056
126,-0.03157894736842104,92,0.9621000000000042,0.05555555555555555
127,-0.9894736842105263,1,0.9619000000000042,0.05511811023622047
128,-0.03157894736842104,92,0.9617000000000042,0.0546875
129,-0.010526315789473606,94,0.9614000000000043,0.05426356589147287
130,-0.021052631578947323,93,0.9611000000000043,0.05384615384615385
131,-0.010526315789473717,94,0.9609000000000043,0.05343511450381679
132,-0.010526315789473717,94,0.9607000000000043,0.05303030303030303
133,-0.04210526315789476,91,0.9605000000000044,0.05263157894736842
134,-0.11578947368421044,84,0.9602000000000044,0.05223880597014925
135,-0.04210526315789476,91,0.9599000000000044,0.05185185185185185
136,-0.021052631578947212,93,0.9593000000000045,0.051470588235294115
137,-0.010526315789473606,94,0.9590000000000045,0.051094890510948905
138,-0.010526315789473606,94,0.9586000000000046,0.050724637681159424
139,3.0,95,0.9583000000000046,0.05755395683453238
140,-0.03157894736842104,92,0.9579000000000046,0.05714285714285714
141,-0.03157894736842104,92,0.9577000000000047,0.05673758865248227
142,-0.04210526315789476,91,0.9574000000000047,0.056338028169014086
143,-0.05263157894736836,90,0.9571000000000047,0.055944055944055944
144,-0.021052631578947323,93,0.9569000000000047,0.05555555555555555
145,-0.05263157894736836,90,0.9566000000000048,0.05517241379310345
146,3.0,95,0.9564000000000048,0.06164383561643835
147,-0.021052631578947323,93,0.9561000000000048,0.061224489795918366
148,-0.03157894736842104,92,0.9557000000000049,0.060810810810810814
149,-0.04210526315789476,91,0.9555000000000049,0.06040268456375839
150,-0.10526315789473684,85,0.9552000000000049,0.06
151,-0.03157894736842104,92,0.954900000000005,0.059602649006622516
152,3.0,95,0.954800000000005,0.06578947368421052
153,-0.04210526315789476,91,0.954500000000005,0.06535947712418301
154,-0.03157894736842104,92,0.954300000000005,0.06493506493506493
155,-0.052631578947368474,90,0.9539000000000051,0.06451612903225806
156,-0.03157894736842104,92,0.9535000000000051,0.0641025641025641
157,-0.07368421052631569,88,0.9531000000000052,0.06369426751592357
158,-0.03157894736842104,92,0.9528000000000052,0.06329113924050633
159,3.0,95,0.9525000000000052,0.06918238993710692
160,-0.04210526315789476,91,0.9523000000000053,0.06875
161,-0.021052631578947323,93,0.9521000000000053,0.06832298136645963
162,-0.03157894736842104,92,0.9518000000000053,0.06790123456790123
163,-0.9789473684210527,2,0.9515000000000053,0.06748466257668712
164,-0.010526315789473606,94,0.9512000000000054,0.06707317073170732
165,-0.09473684210526312,86,0.9509000000000054,0.06666666666666667
166,-0.0736842105263158,88,0.9506000000000054,0.06626506024096386
167,-0.06315789473684208,89,0.9502000000000055,0.0658682634730539
168,-0.021052631578947323,93,0.9498000000000055,0.06547619047619048
169,-0.9894736842105263,1,0.9496000000000056,0.0650887573964497
170,-0.9789473684210527,2,0.9493000000000056,0.06470588235294118
171,-0.03157894736842104,92,0.9490000000000056,0.06432748538011696
172,-0.09473684210526312,86,0.9485000000000057,0.06395348837209303
173,3.0,95,0.9484000000000057,0.06936416184971098
174,-0.03157894736842093,92,0.9480000000000057,0.06896551724137931
175,-0.010526315789473606,94,0.9477000000000058,0.06857142857142857
176,-0.021052631578947323,93,0.9474000000000058,0.06818181818181818
177,-0.0736842105263158,88,0.9472000000000058,0.06779661016949153
178,-0.04210526315789476,91,0.9469000000000058,0.06741573033707865
179,-0.05263157894736836,90,0.9466000000000059,0.0670391061452514
180,-0.04210526315789476,91,0.9462000000000059,0.06666666666666667
181,-0.010526315789473717,94,0.945900000000006,0.06629834254143646
182,-0.042105263157894646,91,0.945500000000006,0.06593406593406594
183,-0.010526315789473717,94,0.9447000000000061,0.06557377049180328
184,-0.010526315789473606,94,0.9442000000000061,0.06521739130434782
185,-0.26315789473684204,70,0.9439000000000062,0.06486486486486487
186,-0.03157894736842104,92,0.9437000000000062,0.06451612903225806
187,-0.021052631578947323,93,0.9435000000000062,0.06417112299465241
188,-0.010526315789473606,94,0.9432000000000063,0.06382978723404255
189,-0.8105263157894737,18,0.9428000000000063,0.06349206349206349
190,-0.010526315789473606,94,0.9423000000000064,0.06315789473684211
191,-0.03157894736842104,92,0.9419000000000064,0.06282722513089005
192,-0.09473684210526312,86,0.9412000000000065,0.0625
193,-0.021052631578947323,93,0.9410000000000065,0.06217616580310881
194,-0.021052631578947434,93,0.9405000000000066,0.061855670103092786
195,-0.09473684210526312,86,0.9402000000000066,0.06153846153846154
196,-0.04210526315789476,91,0.9400000000000066,0.061224489795918366
197,-0.06315789473684197,89,0.9395000000000067,0.06091370558375635
198,-0.021052631578947323,93,0.9393000000000067,0.06060606060606061
199,-0.010526315789473495,94,0.9385000000000068,0.06030150753768844
200,-0.03157894736842104,92,0.9381000000000068,0.06
